profile,replay_run_id,plan_sha256,worker_plan_sha256,source_step_index,source_step_id,segment_index_zero_based,event_indices_zero_based,planned_start_s,planned_end_s,actual_start_sim_time,actual_end_sim_time,servo_targets,measured_servo_positions_at_transition,servo_errors,effective_tolerance_deg,recorded_servo_residual_deg,legacy_missing_endpoint,servo_measured_average_velocity_deg_s,sampled_joint_velocity,wheel_target_rad_s,wheel_duration_s,contact_ground_state,completion_extension_s,progress_improvement,gap_reason,stop_reason,last_error
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,13,[13],13.9406666666549,13.9546666666549,17.21666666666633,17.283333333332994,"{""front_right_hip"":-2.6}","{""front_right_hip"":-2.361541425680673}","{""front_right_hip"":0.23845857431932727}",1.0,{},True,31.50000000000179,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05266666666666288,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,14,[14],13.9546666666549,13.9826666666549,17.283333333332994,17.41666666666632,"{""front_right_hip"":1.6}","{""front_right_hip"":0.9705641197542264}","{""front_right_hip"":-0.6294358802457737}",1.0,{},True,31.50000000000179,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.10533333333332576,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,4,step_004_recorded_height_050mm_dur_10.13s,15,[15],13.9826666666549,13.9966666666549,17.41666666666632,17.549999999999645,"{""front_right_hip"":3.7}","{""front_right_hip"":4.060322814049437}","{""front_right_hip"":0.3603228140494368}",1.0,{},True,15.750000000000895,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.11933333333332576,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,5,step_005_recorded_height_050mm_dur_21.20s,16,"[16,17,18,19,20,21,22,23,24]",13.9966666666549,15.196666666653808,17.549999999999645,18.883333333332903,"{""front_left_hip"":0.0,""front_left_knee"":-14.5,""front_right_hip"":3.7,""front_right_knee"":24.7,""rear_left_hip"":28.1,""rear_left_knee"":0.0,""rear_right_hip"":0.0,""rear_right_knee"":0.0}","{""front_left_hip"":-0.11933566112102109,""front_left_knee"":-14.930214316935118,""front_right_hip"":3.7920628655289548,""front_right_knee"":24.59923413456125,""rear_left_hip"":28.206871640667355,""rear_left_knee"":0.08686993438157906,""rear_right_hip"":0.15974994713589274,""rear_right_knee"":0.23997770931261952}","{""front_left_hip"":-0.11933566112102109,""front_left_knee"":-0.4302143169351176,""front_right_hip"":0.0920628655289546,""front_right_knee"":-0.1007658654387491,""rear_left_hip"":0.10687164066735377,""rear_left_knee"":0.08686993438157906,""rear_right_hip"":0.15974994713589274,""rear_right_knee"":0.23997770931261952}",1.0,{},True,10.875000000000618,null,"{""front_left_ankle"":-1.05,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",1.1999999999989086,{},0.13333333333434894,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,5,step_005_recorded_height_050mm_dur_21.20s,17,[25],15.196666666653808,15.196666666653808,18.883333333332903,18.883333333332903,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,6,step_006_recorded_height_050mm_dur_8.40s,18,[26],15.196666666653808,18.796666666650534,18.883333333332903,22.4833333333327,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",3.599999999996726,{},3.069544618483633e-12,complete,none,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,6,step_006_recorded_height_050mm_dur_8.40s,19,[27],18.796666666650534,18.796666666650534,22.4833333333327,22.4833333333327,{},{},{},1.0,{},False,0.0,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.0,complete,none,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,7,step_007_recorded_height_050mm_dur_11.40s,20,[28],18.796666666650534,18.803999999983866,22.4833333333327,22.54999999999936,"{""rear_left_hip"":27.0}","{""rear_left_hip"":26.997136372197897}","{""rear_left_hip"":-0.0028636278021032524}",1.0,{},True,16.50000000000096,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05933333333332953,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,7,step_007_recorded_height_050mm_dur_11.40s,21,[29],18.803999999983866,18.874666666650533,22.54999999999936,22.74999999999935,"{""rear_left_hip"":16.4}","{""rear_left_hip"":17.198234983850334}","{""rear_left_hip"":0.7982349838503335}",1.0,{},True,53.00000000000301,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.12933333333332198,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,7,step_007_recorded_height_050mm_dur_11.40s,22,[30],18.874666666650533,18.966666666650532,22.74999999999935,23.68333333333263,"{""rear_left_hip"":2.6}","{""rear_left_hip"":1.8562960863231184}","{""rear_left_hip"":-0.7437039136768817}",1.0,{},True,14.785714285715125,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.8413333333332803,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,7,step_007_recorded_height_050mm_dur_11.40s,23,[31],18.966666666650532,18.9733333333172,23.68333333333263,23.816666666665956,"{""rear_left_hip"":1.6}","{""rear_left_hip"":0.625262688745249}","{""rear_left_hip"":-0.974737311254751}",1.0,{},True,7.500000000000426,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1266666666666591,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,8,step_008_recorded_height_050mm_dur_14.20s,24,[32],18.9733333333172,19.043999999983868,23.816666666665956,24.083333333332607,"{""front_left_knee"":-25.1}","{""front_left_knee"":-25.381757832057584}","{""front_left_knee"":-0.28175783205758265}",1.0,{},True,39.75000000000226,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.19599999999998485,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,8,step_008_recorded_height_050mm_dur_14.20s,25,[33],19.043999999983868,19.064666666650535,24.083333333332607,24.216666666665933,"{""front_left_knee"":-28.2}","{""front_left_knee"":-28.49928668813589}","{""front_left_knee"":-0.29928668813589}",1.0,{},True,23.250000000001307,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.1126666666666591,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,8,step_008_recorded_height_050mm_dur_14.20s,26,[34],19.064666666650535,19.071999999983866,24.216666666665933,24.283333333332596,"{""front_left_knee"":-29.3}","{""front_left_knee"":-29.23215915588909}","{""front_left_knee"":0.06784084411091129}",1.0,{},True,16.50000000000096,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.05933333333332953,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,8,step_008_recorded_height_050mm_dur_14.20s,27,[35],19.071999999983866,19.0893333333172,24.283333333332596,24.34999999999926,"{""front_left_hip"":2.6}","{""front_left_hip"":1.976763974435574}","{""front_left_hip"":-0.623236025564426}",1.0,{},True,39.00000000000222,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.049333333333329545,complete,servo_completion_extension,,
fast,6439f49ffaff4445a975d8ed3053f976,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,1d58ecc8a6ac8ded4f8b228fbb176a3ac2f4c821ad56fcb588c9f3ed2d7566dd,8,step_008_recorded_height_050mm_dur_14.20s,28,[36],19.0893333333172,19.3013333333172,24.34999999999926,24.883333333332562,"{""front_left_hip"":34.4}","{""front_left_hip"":34.76653529862924}","{""front_left_hip"":0.3665352986292447}",1.0,{},True,59.62500000000339,null,"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",0.0,{},0.32133333333330305,complete,servo_completion_extension,,
