profile,step,segment,global_command_first,global_command_last,command,scheduled_start_sim_time_s,scheduled_end_sim_time_s,planned_start_offset_s,planned_end_offset_s,observer_wall_time,max_servo_error_deg,servo_errors_deg,wheel_targets_rad_s,residual_warning,stop_reason,step24_25_evidence
raw,27,131,194,194,servo front_right_knee 2.3,238.23699999977399,238.34766666644066,216.55366666644125,216.66433333310792,1785900341.3272984,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,27,132,195,195,servo front_right_knee 7.8,239.40899999979447,239.44566666646114,217.72566666646173,217.7623333331284,1785900341.4407997,0.6246744627990308,"{""front_right_knee"":0.6246744627990308}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,28,133,196,196,servo rear_left_knee 21.7,244.98699999977399,244.99633333310732,223.30366666644125,223.31299999977458,1785900342.3682117,0.052030346323940435,"{""front_right_knee"":0.052030346323940435}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,28,134,197,197,servo rear_left_knee 41.1,245.08099999981496,245.2103333331483,223.39766666648222,223.52699999981556,1785900346.9769614,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,28,135,198,198,servo rear_left_knee 43.8,245.2103333331483,245.2283333331483,223.52699999981556,223.54499999981556,1785900347.0877402,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,28,136,199,199,servo rear_left_knee 45.2,245.3353333331483,245.34466666648163,223.65199999981556,223.6613333331489,1785900347.2107859,0.5734837811460594,"{""rear_left_knee"":-0.5734837811460594}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,29,137,200,208,servo front_left_hip 35.3 | servo front_left_knee -11.5 | servo front_right_hip 32.5 | servo front_right_knee 7.8 | servo rear_left_hip -0.7 | servo rear_left_knee 45.2 | servo rear_right_hip -35.3 | servo rear_right_knee -44.8 | wheel rr 1.96,248.02233333329917,248.7573333331688,226.33899999996643,227.07399999983605,1785900349.4766846,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":1.96}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,29,138,209,209,wheel stop,248.7573333331688,248.7573333331688,227.07399999983605,227.07399999983605,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,30,139,210,210,wheel all -0.3,252.5393333330589,256.5233333329974,230.85599999972615,234.83999999966468,1785900352.8920465,,{},"{""front_left_ankle"":-0.3,""front_right_ankle"":-0.3,""rear_left_ankle"":-0.3,""rear_right_ankle"":-0.3}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,30,140,211,211,wheel stop,256.5233333329974,256.5233333329974,234.83999999966468,234.83999999966468,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,31,141,212,212,wheel all -0.3,258.1173333330384,262.0853333331483,236.43399999970566,240.40199999981556,1785900357.0427675,,{},"{""front_left_ankle"":-0.3,""front_right_ankle"":-0.3,""rear_left_ankle"":-0.3,""rear_right_ankle"":-0.3}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,31,142,213,213,wheel stop,262.0853333331483,262.0853333331483,240.40199999981556,240.40199999981556,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,32,143,214,222,servo front_left_hip -32.5 | servo front_left_knee -39.2 | servo front_right_hip 32.5 | servo front_right_knee 7.8 | servo rear_left_hip -0.7 | servo rear_left_knee 45.2 | servo rear_right_hip -35.3 | servo rear_right_knee -44.8 | wheel fl -2.09,267.8043333331893,270.2423333330384,246.12099999985654,248.55899999970566,1785900364.9871414,,{},"{""front_left_ankle"":-2.09,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,32,144,223,223,wheel stop,270.2423333330384,270.2423333330384,248.55899999970566,248.55899999970566,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,33,145,224,224,servo rear_right_hip -31.2,273.5233333329974,273.55066666633076,251.83999999966468,251.86733333299802,1785900366.9393363,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,146,225,225,servo rear_right_hip -27,273.5863333330794,273.6143333330794,251.90299999974664,251.93099999974663,1785900369.9542656,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,147,226,226,servo rear_right_hip -25.6,273.6483333329974,273.6576666663308,251.96499999966468,251.97433333299801,1785900370.1899571,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,148,227,227,servo rear_right_hip -24.2,273.7113333330794,273.72066666641274,252.02799999974664,252.03733333307997,1785900370.3209844,1.1661278546115597,"{""rear_right_hip"":1.1661278546115597}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,149,228,228,servo rear_right_hip -22.8,274.0543333331893,274.06366666652264,252.37099999985654,252.38033333318987,1785900370.6286192,0.14661572084467167,"{""rear_right_hip"":-0.14661572084467167}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,150,229,229,servo rear_right_hip -20.1,274.1323333331688,274.1503333331688,252.44899999983605,252.46699999983605,1785900370.9475954,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,151,230,230,servo rear_right_hip -17.3,274.3203333330179,274.3389999996846,252.63699999968517,252.65566666635183,1785900371.0688946,0.4257384219108964,"{""rear_right_hip"":0.4257384219108964}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,152,231,231,servo rear_right_hip -14.5,274.8043333331893,274.82299999985594,253.12099999985654,253.1396666665232,1785900371.1789494,0.6351381697315617,"{""rear_right_hip"":0.6351381697315617}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,153,232,232,servo rear_right_hip -13.2,274.9143333330589,274.92299999972556,253.23099999972615,253.23966666639282,1785900371.6806974,0.02980740470579768,"{""rear_right_hip"":-0.02980740470579768}","{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,33,154,233,233,servo rear_right_hip -9,275.2733333329974,275.30133333299744,253.58999999966468,253.61799999966468,1785900372.1444023,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,34,155,234,234,wheel all 0.3,277.3973333332992,296.8503333332787,255.71399999996643,275.1669999999459,1785900373.977761,,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
raw,34,156,235,235,wheel stop,296.8503333332787,296.8503333332787,275.1669999999459,275.1669999999459,,,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",,,
raw,35,157,236,247,servo front_left_hip 0.7 | servo front_left_knee 0.9 | servo front_right_hip 0.7 | servo front_right_knee 2.3 | servo rear_left_hip -0.7 | servo rear_left_knee 0.9 | servo rear_right_hip -0.7 | servo rear_right_knee -6 | wheel fl 2.0944 | wheel fr -2.09 | wheel rl 2.0944 | wheel rr -2.09,298.94433333331966,299.7723333332992,277.2609999999869,278.0889999999664,1785900390.680616,,{},"{""front_left_ankle"":2.0944,""front_right_ankle"":-2.09,""rear_left_ankle"":2.0944,""rear_right_ankle"":-2.09}","{""step_index"":26,""segment_index"":128,""max_error_deg"":1.4572279218174717,""effective_tolerance_deg"":1.8700155594392713,""recorded_residual_deg"":{""front_left_hip"":0.3821972889503229,""front_left_knee"":0.0825058694255425,""front_right_hip"":0.3840455454888243,""front_right_knee"":0.14938436289406987,""rear_left_hip"":-1.1200155594392713,""rear_left_knee"":-0.23801554020164772,""rear_right_hip"":0.13710673069671991,""rear_right_knee"":0.42143174294309205},""measured_errors_deg"":{""front_left_hip"":0.21501474863592307,""front_left_knee"":-0.03469932295822886,""front_right_hip"":0.13658437676467372,""front_right_knee"":0.004246258125883529,""rear_left_hip"":-1.4572279218174717,""rear_left_knee"":-0.06725056566757459,""rear_right_hip"":0.1632479457236214,""rear_right_knee"":0.01654837422849198},""stability_basis"":""bounded_recent_contact_residual_window"",""stability_window_s"":0.1,""stability_window_cap_deg"":2.3700155594392713}",,
