sample_index,time_s,sim_step,obstacle_height_cm,obstacle_height_m,base_x_m,base_y_m,base_z_m,base_qw,base_qx,base_qy,base_qz,base_roll_rad,base_pitch_rad,base_yaw_rad,base_vx_m_s,base_vy_m_s,base_vz_m_s,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,total_mass_kg,com_x_m,com_y_m,com_z_m,com_vx_m_s,com_vy_m_s,com_vz_m_s,com_source,com_warning,com_projection_x_m,com_projection_y_m,com_projection_z_m,static_stability_margin_m,dynamic_stability_margin_m,stability_state,dynamic_stability_state,support_area_m2,support_perimeter_m,active_contact_count,support_polygon_w,support_degenerate,contact_geometry_source,max_contact_force_n,max_friction_utilization,max_wheel_slip_ratio,equilibrium_status,equilibrium_stability_margin_m,equilibrium_area_m2,equilibrium_solver_time_ms,equilibrium_vertices_w,tracking_rmse_rad,max_abs_tracking_error_rad,max_torque_utilization,max_torque_joint,total_positive_work_j,command_target_source,warnings,selected_step_sequence,step_sequence_phase,step_index,step_progress,replay_state,replay_event_index,replay_event_count,last_replay_command,sequence_interruption,sequence_retry,sequence_success,failure_reason,sample_overhead_ms
253,7.38333333333349,886,5,0.05,0.17887936532497406,-0.0002294480800628662,0.09870995581150055,0.9999833703041077,-0.0001925113028846681,-0.005666636396199465,0.0011465719435364008,-0.0003980361056095198,-0.011332883149830712,0.0022954364895736157,0.014623945578932762,-0.0004957666387781501,0.005787748843431473,0.002441594609990716,0.011729559861123562,0.0007612050976604223,2.9308585226535797,0.15534909074696393,-0.12128554584547412,0.15465891032480317,0.014663337739417729,-0.00042782472585883315,0.0026773075278406083,isaaclab.ArticulationData.body_com_state_w,,0.15534909074696393,-0.12128554584547412,-0.0002632754577108319,0.1982772165959717,0.1983947810516289,safe,safe,0.2223300536998551,1.9138725818901225,4,"[[-0.1256463527679443, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267653, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078215, -0.0002632754577108319]]",False,sensor_force_with_wheel_geometry_approximation,7.328766822815007,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.1574056241815014,3.8185970783233643,0.7813395256229767,rear_left_knee,0.734180722795882,adapter.command_state,,5cm accepted steps,command,1,0.04718164187138897,active,0,269,wheel all 0.3,0,0,,,125.04850002005696
254,7.408333333333491,889,5,0.05,0.17967861890792847,-0.0002123415470123291,0.09863724559545517,0.9999839067459106,-0.0002750589046627283,-0.005568511784076691,0.0011492820922285318,-0.0005629433524165712,-0.01113643985181959,0.002301734789234155,0.014027339406311512,0.0008200755692087114,0.006985404994338751,0.014000670053064823,0.010463323444128036,-0.01151894498616457,2.9308585226535797,0.15615335168219577,-0.12125930700625003,0.15461602597398652,0.015848566775259212,0.0012133604218660604,0.0028878087629176535,isaaclab.ArticulationData.body_com_state_w,,0.15615335168219577,-0.12125930700625003,-0.0002976687085621117,0.1982602738260793,0.1980522187507772,safe,safe,0.22234740823082288,1.9139596453257623,4,"[[-0.12489423900842664, -0.3223317861557007, -0.0002976687085621117], [0.43771088123321533, -0.31824058294296265, -0.0002976687085621117], [0.4346703588962555, 0.0800534263253212, -0.0002976687085621117], [-0.12201226502656934, 0.07397597283124924, -0.0002976687085621117]]",False,sensor_force_with_wheel_geometry_approximation,7.515654563903877,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.166314905934233,3.8344099521636963,0.7637520054755034,rear_left_knee,0.7388047634941872,adapter.command_state,,5cm accepted steps,command,1,0.04736788519456551,active,0,269,wheel all 0.3,0,0,,,9.088000049814582
255,7.4333333333334926,892,5,0.05,0.18038327991962433,-0.00017426162958145142,0.09856924414634705,0.999984085559845,-0.00046325268340297043,-0.005518769845366478,0.0011517655802890658,-0.0009392604619444134,-0.011036519097080826,0.002308749937933451,0.012581387534737587,0.0017630556831136346,0.0061422837898135185,0.012719813734292984,0.008769771084189415,-0.013669373467564583,2.9308585226535797,0.15686963947187793,-0.1212001939023447,0.15460105980878025,0.014103706643313523,0.0021183052162580484,0.002417571213486255,isaaclab.ArticulationData.body_com_state_w,,0.15686963947187793,-0.1212001939023447,-0.00028505428526976216,0.19822069610754137,0.1978278576822366,safe,safe,0.22235487730663228,1.9139970233064014,4,"[[-0.1241702064871788, -0.3223128914833069, -0.00028505428526976216], [0.43842563033103943, -0.3182201087474823, -0.00028505428526976216], [0.4354183077812195, 0.08007374405860901, -0.00028505428526976216], [-0.1213114932179451, 0.07399490475654602, -0.00028505428526976216]]",False,sensor_force_with_wheel_geometry_approximation,8.043364524841381,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.174972255473958,3.8500277996063232,0.6504720996843956,rear_left_knee,0.7427685284244385,adapter.command_state,,5cm accepted steps,command,1,0.04755412851774205,active,0,269,wheel all 0.3,0,0,,,8.70160001795739
256,7.458333333333494,895,5,0.05,0.18110524117946625,-0.0001364201307296753,0.09849656373262405,0.9999842643737793,-0.0006566234515048563,-0.00546650867909193,0.0011558793485164642,-0.0013259428618979088,-0.010931543125574024,0.0023190414190024616,0.013607674278318882,0.0006055984413251281,0.005695690400898457,0.0012399739352986217,0.008292051032185555,-0.001845684484578669,2.9308585226535797,0.15760237872202798,-0.12114078272857509,0.15457915752330048,0.01386966753181814,0.0006370797528088283,0.002531702620347261,isaaclab.ArticulationData.body_com_state_w,,0.15760237872202798,-0.12114078272857509,-0.00029324545844165305,0.19818008302119447,0.19808297381858928,safe,safe,0.22235857109206916,1.9140152892835771,4,"[[-0.12342612445354462, -0.3222956657409668, -0.00029324545844165305], [0.43915027379989624, -0.3181995153427124, -0.00029324545844165305], [0.4361700713634491, 0.08009404689073563, -0.00029324545844165305], [-0.12059801071882248, 0.07401221245527267, -0.00029324545844165305]]",False,sensor_force_with_wheel_geometry_approximation,8.271662712097243,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.1836937296986947,3.8656256198883057,1.0,rear_left_hip,0.7465722539388255,adapter.command_state,,5cm accepted steps,command,1,0.04774037184091859,active,0,269,wheel all 0.3,0,0,,,8.88980005402118
257,7.483333333333495,898,5,0.05,0.18185439705848694,-9.620189666748047e-05,0.09841499477624893,0.9999843239784241,-0.0008559177513234317,-0.0054177152924239635,0.0011581501457840204,-0.0017244596450310154,-0.010833489276842655,0.0023256766180460853,0.013693070970475674,0.000552540528587997,0.005586899816989899,0.0031071517150849104,0.008613837882876396,-0.0025733886286616325,2.9308585226535797,0.15835831087885763,-0.12107823620082425,0.15454765829684358,0.013908626441601542,0.0006347165012486843,0.0023583978849784234,isaaclab.ArticulationData.body_com_state_w,,0.15835831087885763,-0.12107823620082425,-0.00030363268795327483,0.1981382582900541,0.1980417092464135,safe,safe,0.2223577071648242,1.9140106572679454,4,"[[-0.12266197055578235, -0.3222755491733551, -0.00030363268795327483], [0.439884752035141, -0.3181780278682709, -0.00030363268795327483], [0.43693092465400696, 0.08011506497859955, -0.00030363268795327483], [-0.11986292153596881, 0.07403246313333511, -0.00030363268795327483]]",False,sensor_force_with_wheel_geometry_approximation,8.689124107360918,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.1925007962313328,3.8812777996063232,0.8130170537274493,front_left_knee,0.7496504196534,adapter.command_state,,5cm accepted steps,command,1,0.04792661516409513,active,0,269,wheel all 0.3,0,0,,,9.309199987910688
258,7.508333333333496,901,5,0.05,0.18256621062755585,-7.462501525878906e-05,0.09838879108428955,0.9999842047691345,-0.0009568377281539142,-0.0054344129748642445,0.0011587191838771105,-0.0019263536857373556,-0.010866648541379018,0.0023279405460702868,0.012726468034088612,-0.0007645952282473445,0.006410727743059397,0.005994655657559633,0.005771216936409473,-0.00034382412559352815,2.9308585226535797,0.15907115780087452,-0.12104532410598741,0.15454232564998016,0.013131360663028308,-0.0006015930159618007,0.0033614192295130523,isaaclab.ArticulationData.body_com_state_w,,0.15907115780087452,-0.12104532410598741,-0.00035297636057427,0.198116993870436,0.19826599347469367,safe,safe,0.22235017365127566,1.9139723510981939,4,"[[-0.12191642075777051, -0.3222637474536896, -0.00035297636057427], [0.4406040608882904, -0.31816616654396057, -0.00035297636057427], [0.4376419484615326, 0.08012665063142776, -0.00035297636057427], [-0.11914021521806714, 0.07404425740242004, -0.00035297636057427]]",False,sensor_force_with_wheel_geometry_approximation,7.613184452056953,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.201170638458955,3.8958940505981445,0.8124971246278352,front_left_knee,0.7526536360773677,adapter.command_state,,5cm accepted steps,command,1,0.04811285848727167,active,0,269,wheel all 0.3,0,0,,,10.003799921832979
259,7.5333333333334975,904,5,0.05,0.1832607239484787,-6.948411464691162e-05,0.09840261936187744,0.9999838471412659,-0.0009749956079758704,-0.0055019911378622055,0.0011588993947952986,-0.0019628317643912096,-0.011001763763371211,0.0023286326096492427,0.013035413809120655,-0.0008062007836997509,0.006149770226329565,0.005523182451725006,0.005123197566717863,7.925449381218641e-07,2.9308585226535797,0.15976131937072022,-0.1210381749863455,0.1545533481130548,0.013364954487715146,-0.0006566129066999552,0.0031248416170280603,isaaclab.ArticulationData.body_com_state_w,,0.15976131937072022,-0.1210381749863455,-0.0003561030549292151,0.19811302374965178,0.19827354043389558,safe,safe,0.22233568531753997,1.9138991901718472,4,"[[-0.12118238210678098, -0.32226040959358215, -0.0003561030549292151], [0.4413151144981384, -0.3181627690792084, -0.0003561030549292151], [0.43832123279571533, 0.08013007044792174, -0.0003561030549292151], [-0.11841060221195218, 0.07404751330614089, -0.0003561030549292151]]",False,sensor_force_with_wheel_geometry_approximation,7.384279727935858,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.2097286954260524,3.909830331802368,0.6127038600232184,front_left_knee,0.7557016653054848,adapter.command_state,,5cm accepted steps,command,1,0.04829910181044821,active,0,269,wheel all 0.3,0,0,,,11.082899989560246
260,7.558333333333499,907,5,0.05,0.1839795559644699,-6.57886266708374e-05,0.09840685874223709,0.9999833703041077,-0.0009868264896795154,-0.005577744450420141,0.0011588942725211382,-0.001986672726072929,-0.011153245481687658,0.002328905094921445,0.013373954221606255,-0.0008954894728958607,0.005826988257467747,0.005333787761628628,0.004018520470708609,0.000320746679790318,2.9308585226535797,0.1604713000862133,-0.12103315811436972,0.15455319786614163,0.013644297965119604,-0.0007514266783741425,0.0028047837594641356,isaaclab.ArticulationData.body_com_state_w,,0.1604713000862133,-0.12103315811436972,-0.0003699109789469412,0.19811040821934983,0.1982904995839093,safe,safe,0.2223206626210924,1.9138235232652607,4,"[[-0.12043812125921247, -0.3222576379776001, -0.0003699109789469412], [0.44203633069992065, -0.3181602656841278, -0.0003699109789469412], [0.4390123784542084, 0.08013254404067993, -0.0003699109789469412], [-0.11766691505908963, 0.07405000925064087, -0.0003699109789469412]]",False,sensor_force_with_wheel_geometry_approximation,7.350244522094793,nan,nan,success,0.19827721659597172,0.22233005369985512,114.78199996054173,"[[-0.12564635276794436, -0.32233935594558716, -0.0002632754577108319], [0.43692001700401306, -0.31825074553489685, -0.0002632754577108319], [0.4338870346546173, 0.08004338294267656, -0.0002632754577108319], [-0.12274713814258573, 0.07396839559078218, -0.0002632754577108319]]",2.2183685234208794,3.923954486846924,0.6498308420211149,rear_left_knee,0.7584263531068277,adapter.command_state,,5cm accepted steps,command,1,0.04848534513362475,active,0,269,wheel all 0.3,0,0,,,9.366500074975193
261,7.5833333333335,910,5,0.05,0.18471667170524597,-6.282329559326172e-05,0.09840039163827896,0.9999829530715942,-0.0009934474946931005,-0.0056612868793308735,0.0011587741319090128,-0.00200011034066152,-0.011320316920873917,0.0023289078003567213,0.013474606908857822,-0.0008963137515820563,0.00566177349537611,0.004272803198546171,0.003502791980281472,0.0008685777429491282,2.9308585226535797,0.1611961337889579,-0.12102948220199458,0.15454137026106848,0.013714660592603165,-0.0007822154980917317,0.002535206156199449,isaaclab.ArticulationData.body_com_state_w,,0.1611961337889579,-0.12102948220199458,-0.00039054932181213306,0.19810894081281535,0.19829534535136734,safe,safe,0.22230634051765674,1.9137514009966698,4,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055713, 0.0740523412823677, -0.00039054932181213306]]",False,sensor_force_with_wheel_geometry_approximation,7.5920038223267285,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2270941396111326,3.938270330429077,0.7762038129134741,rear_left_knee,0.7609866517903076,adapter.command_state,,5cm accepted steps,command,1,0.04867158845680129,active,0,269,wheel all 0.3,0,0,,,114.60729991085827
262,7.608333333333501,913,5,0.05,0.18547295033931732,-6.029009819030762e-05,0.09838614612817764,0.9999824166297913,-0.0009952584514394403,-0.005747791845351458,0.0011582113802433014,-0.0020039295083821994,-0.011493326827423583,0.002327978494889191,0.01405281201004982,-0.0010768045904114842,0.005571678746491671,0.0027795895002782345,0.00279738986864686,0.002053786301985383,2.9308585226535797,0.16193756036246518,-0.12102676077359635,0.15451935971918804,0.014191212471353203,-0.0010048664698678483,0.002338209061227433,isaaclab.ArticulationData.body_com_state_w,,0.16193756036246518,-0.12102676077359635,-0.0004217551531203307,0.19810854919759416,0.19834052277031589,safe,safe,0.22229093371255293,1.9136738372136528,4,"[[-0.11892610043287277, -0.3222525119781494, -0.0004217551531203307], [0.4435042142868042, -0.3181561827659607, -0.0004217551531203307], [0.4404295086860657, 0.08013676106929779, -0.0004217551531203307], [-0.11614382266998291, 0.07405495643615723, -0.0004217551531203307]]",False,sensor_force_with_wheel_geometry_approximation,7.815610408783029,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2359041959784967,3.9527831077575684,0.8605877406405036,rear_left_knee,0.7634920157888047,adapter.command_state,,5cm accepted steps,command,1,0.04885783177997783,active,0,269,wheel all 0.3,0,0,,,9.394100052304566
263,7.6333333333335025,916,5,0.05,0.18623198568820953,-5.92842698097229e-05,0.09835760295391083,0.9999818801879883,-0.0009941483149304986,-0.005839245393872261,0.0011575670214369893,-0.002001916666978826,-0.011676240730665775,0.002326862526460567,0.013487545773386955,-0.000980361714027822,0.005089255981147289,0.003263992490246892,0.0020812395960092545,0.0015992897097021341,2.9308585226535797,0.16268124129569608,-0.12102586176080858,0.1544834972671089,0.013712561488882585,-0.0008945730895330753,0.0019404041050201217,isaaclab.ArticulationData.body_com_state_w,,0.16268124129569608,-0.12102586176080858,-0.0004625010186460879,0.19810870502078043,0.19831757497584238,safe,safe,0.22227709877761348,1.9136044440187392,4,"[[-0.11816747486591339, -0.32225093245506287, -0.0004625010186460879], [0.444245845079422, -0.318155437707901, -0.0004625010186460879], [0.44115132093429565, 0.08013755083084108, -0.0004625010186460879], [-0.11536947637796402, 0.07405637204647066, -0.0004625010186460879]]",False,sensor_force_with_wheel_geometry_approximation,8.146335601806713,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.244794814450339,3.9675049781799316,0.9600033413921755,rear_left_knee,0.7657366552347663,adapter.command_state,,5cm accepted steps,command,1,0.04904407510315437,active,0,269,wheel all 0.3,0,0,,,9.790000040084124
264,7.658333333333504,919,5,0.05,0.18699629604816437,-5.78463077545166e-05,0.09831848740577698,0.9999812841415405,-0.0009931279346346855,-0.00593122374266386,0.0011570826172828674,-0.0020000863824767073,-0.011860204388813246,0.002326068373775654,0.013435487635433674,-0.0009993790881708264,0.004832656588405371,0.0026373437140136957,0.001540092984214425,0.0019724105950444937,2.9308585226535797,0.16343043372385424,-0.12102454234490068,0.15443653629872364,0.013653017972877627,-0.0009312148856734479,0.0016401612794090673,isaaclab.ArticulationData.body_com_state_w,,0.16343043372385424,-0.12102454234490068,-0.0005124371602595091,0.1981088510975837,0.1983249192109598,safe,safe,0.22226240037978506,1.9135306279790145,4,"[[-0.1174002140760422, -0.3222491443157196, -0.0005124371602595091], [0.44499072432518005, -0.3181541860103607, -0.0005124371602595091], [0.44188031554222107, 0.08013883233070372, -0.0005124371602595091], [-0.11458881944417956, 0.0740581452846527, -0.0005124371602595091]]",False,sensor_force_with_wheel_geometry_approximation,8.397648811340408,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2537506428298872,3.9827935695648193,1.0,rear_left_knee,0.7679885232323611,adapter.command_state,,5cm accepted steps,command,1,0.04923031842633091,active,0,269,wheel all 0.3,0,0,,,9.268600028008223
265,7.683333333333505,922,5,0.05,0.1877707690000534,-5.614757537841797e-05,0.09826882183551788,0.9999808073043823,-0.0009912987006828189,-0.006023113150149584,0.001155269448645413,-0.0019966217050467606,-0.01204399331210811,0.0023226060142062495,0.013569657690823078,-0.0010819663293659687,0.0045907082967460155,0.002765693934634328,0.0008625903283245862,0.0021231728605926037,2.9308585226535797,0.16418887860786732,-0.12102303018859188,0.1543780820775982,0.013754120153851718,-0.0010104028961456402,0.001345263287878994,isaaclab.ArticulationData.body_com_state_w,,0.16418887860786732,-0.12102303018859188,-0.0005716210370563872,0.1981090777179251,0.1983411964112368,safe,safe,0.2222472520707434,1.913454724848355,4,"[[-0.11662675440311429, -0.32224613428115845, -0.0005716210370563872], [0.44574037194252014, -0.31815335154533386, -0.0005716210370563872], [0.44261884689331055, 0.0801396369934082, -0.0005716210370563872], [-0.11379826813936231, 0.07406093925237656, -0.0005716210370563872]]",False,sensor_force_with_wheel_geometry_approximation,8.609882354736406,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2627826408353924,3.998215913772583,1.0,rear_left_knee,0.7721531962897271,adapter.command_state,,5cm accepted steps,command,1,0.049416561749507454,active,0,269,wheel all 0.3,0,0,,,9.903399972245097
266,7.708333333333506,925,5,0.05,0.18852508068084717,-5.042552947998047e-05,0.09821396321058273,0.9999803900718689,-0.0010091302683576941,-0.006080775987356901,0.001152806100435555,-0.002032392299400778,-0.012159285183186536,0.0023180127685098265,0.012821922078728676,-0.0005084656295366585,0.004750708118081093,-0.0031782768201082945,0.003096572821959853,0.003750914242118597,2.9308585226535797,0.16493382913980473,-0.12101519541197707,0.15432449666239167,0.01308173221754204,-0.000602864383727698,0.0015173006433566601,isaaclab.ArticulationData.body_com_state_w,,0.16493382913980473,-0.12101519541197707,-0.0006099216742311188,0.19810515849842703,0.19825429537288017,safe,safe,0.22223923632136372,1.9134153483481344,4,"[[-0.11589257419109347, -0.32224056124687195, -0.0006099216742311188], [0.44648122787475586, -0.3181507885456085, -0.0006099216742311188], [0.44335946440696716, 0.08014243841171265, -0.0006099216742311188], [-0.11301117390394214, 0.07406636327505112, -0.0006099216742311188]]",False,sensor_force_with_wheel_geometry_approximation,9.320037841796958,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.271710139873045,4.013635158538818,1.0,rear_right_hip,0.7767411481560643,adapter.command_state,,5cm accepted steps,command,1,0.04960280507268399,active,0,269,wheel all 0.3,0,0,,,9.247899986803532
267,7.7333333333335075,928,5,0.05,0.18920297920703888,-6.0617923736572266e-05,0.09823030233383179,0.9999812245368958,-0.000950988382101059,-0.005968431010842323,0.0011525889858603477,-0.001915836380115418,-0.011934725394565674,0.0023166528622295744,0.01379832997918129,-0.0016992008313536644,0.00709086749702692,0.005781578365713358,0.012345408089458942,0.0020403647795319557,2.9308585226535797,0.16563524333407803,-0.12103187207237658,0.15433787740947957,0.013733271829234145,-0.0015430729602564676,0.003727737575125958,isaaclab.ArticulationData.body_com_state_w,,0.16563524333407803,-0.12103187207237658,-0.00058661093016069,0.19811734444532164,0.19845593372565878,safe,safe,0.22225329168972335,1.9134862452885806,4,"[[-0.11520657688379288, -0.3222450315952301, -0.00058661093016069], [0.4472094774246216, -0.3181551694869995, -0.00058661093016069], [0.44408315420150757, 0.08013807982206343, -0.00058661093016069], [-0.11231598258018494, 0.07406191527843474, -0.00058661093016069]]",False,sensor_force_with_wheel_geometry_approximation,8.497014045715408,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2801312006458754,4.028883457183838,0.7385360622664546,rear_left_knee,0.7794359090626989,adapter.command_state,,5cm accepted steps,command,1,0.04978904839586053,active,0,269,wheel all 0.3,0,0,,,8.707599947229028
268,7.758333333333509,931,5,0.05,0.18990029394626617,-7.518380880355835e-05,0.09825658053159714,0.9999820590019226,-0.0008650452946312726,-0.005827484652400017,0.0011505106231197715,-0.001743587720073901,-0.01165303170073798,0.002311220673299672,0.014466539025306702,-0.0017342146020382643,0.006795416586101055,0.006299466360360384,0.012639536522328854,0.0022449817042797804,2.9308585226535797,0.16635634337769978,-0.12105594366455649,0.15435477405040243,0.014576726994802999,-0.0015623931845336035,0.003556923036326742,isaaclab.ArticulationData.body_com_state_w,,0.16635634337769978,-0.12105594366455649,-0.0005652513341102423,0.19813553415185628,0.19847981772817871,safe,safe,0.2222694256593153,1.913567294422253,4,"[[-0.1145102679729462, -0.32225021719932556, -0.0005652513341102423], [0.447944700717926, -0.31816208362579346, -0.0005652513341102423], [0.4448181688785553, 0.08013123273849487, -0.0005652513341102423], [-0.11162299662828448, 0.07405682653188705, -0.0005652513341102423]]",False,sensor_force_with_wheel_geometry_approximation,8.435150146484451,nan,nan,success,0.19810894081281535,0.22230634051765674,104.79560005478561,"[[-0.11968801170587542, -0.3222552239894867, -0.00039054932181213306], [0.44276607036590576, -0.3181581199169159, -0.00039054932181213306], [0.4397152364253998, 0.08013471961021423, -0.00039054932181213306], [-0.11691211909055707, 0.0740523412823677, -0.00039054932181213306]]",2.2885487575798593,4.0442118644714355,1.0,rear_right_hip,0.7825741558619252,adapter.command_state,,5cm accepted steps,command,1,0.04997529171903707,active,0,269,wheel all 0.3,0,0,,,5.526399938389659
269,7.78333333333351,934,5,0.05,0.19057905673980713,-6.376206874847412e-05,0.09828336536884308,0.9999825358390808,-0.0009182259091176093,-0.005736761726438999,0.00115130131598562,-0.0018497517112965659,-0.011471458630169792,0.0023132516227719183,0.013539591804146767,-0.0008639496518298984,0.007446669973433018,0.0045965975150465965,0.0118731539696455,0.0006754186470061541,2.9308585226535797,0.16705317728618324,-0.1210385470956805,0.15439840088469142,0.013819602069811308,-0.0007396952959803386,0.004317901284282018,isaaclab.ArticulationData.body_com_state_w,,0.16705317728618324,-0.1210385470956805,-0.0005259367370815864,0.1981243760177847,0.19830247645446378,safe,safe,0.22227627264611405,1.913601372339935,4,"[[-0.11380598694086078, -0.32224419713020325, -0.0005259367370815864], [0.4486352503299713, -0.3181556165218353, -0.0005259367370815864], [0.4455440938472748, 0.08013774454593658, -0.0005259367370815864], [-0.11094524711370471, 0.07406289875507355, -0.0005259367370815864]]",False,sensor_force_with_wheel_geometry_approximation,7.462825775146552,nan,nan,success,0.1981243760177847,0.22227627264611402,71.79860002361238,"[[-0.11380598694086072, -0.32224419713020325, -0.0005259367370815864], [0.4486352503299713, -0.3181556165218353, -0.0005259367370815864], [0.4455440938472748, 0.08013774454593661, -0.0005259367370815864], [-0.11094524711370471, 0.07406289875507355, -0.0005259367370815864]]",2.296842870236093,4.058547496795654,0.5238784150039105,rear_left_knee,0.7853121718810375,adapter.command_state,,5cm accepted steps,command,1,0.05016153504221361,active,0,269,wheel all 0.3,0,0,,,77.31399999465793
