source_version,source_command_cursor,source_step_index,source_event_index,source_expanded_index,source_command,source_event_time_s,compiler_outcome,plan_event_index,compiled_segment_index,plan_global_command_index,planned_dispatch_time_s,actual_dispatch_time_s,dispatch_lateness_s,servo_target_deg,wheel_target_rad_s,atomic_batch_id,atomic_batch_applied_sim_step,atomic_batch_first_physics_step,atomic_batch_motion_start_skew_s,atomic_batch_ack_valid,atomic_batch_ack_error,command_cursor,segment_cursor,macro_state_cursor
v003_20260805_224517_157723_manual,54,9,3,0,servo front_left_hip 34.4,5.066666666662059,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,42,34,43,21.95633333331719,27.099999999999103,5.143666666681913,"{""front_left_hip"":34.4}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-34-69a57f07,3252,3253,0.0,True,,43,34,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,55,9,4,0,servo front_left_hip 33.4,5.466666666661695,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,43,35,44,22.005666666650523,27.29999999999909,5.294333333348568,"{""front_left_hip"":33.4}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-35-919903c3,3276,3277,0.0,True,,44,35,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,56,9,5,0,servo front_left_hip 30.2,7.599999999993088,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,44,36,45,22.01233333331719,27.366666666665754,5.354333333348563,"{""front_left_hip"":30.2}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-36-771ca69c,3284,3285,0.0,True,,45,36,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,57,9,6,0,servo front_left_hip 28.1,7.999999999992724,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,45,37,46,22.033666666650525,27.49999999999908,5.466333333348555,"{""front_left_hip"":28.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-37-d5eddfc6,3300,3301,0.0,True,,46,37,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,58,9,7,0,wheel stop,10.59999999999036,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,59,10,0,0,wheel all 0.300,2.199999999997999,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,46,38,47,22.047666666650525,27.566666666665743,5.519000000015218,{},"{""front_left_ankle"":0.3,""front_right_ankle"":0.3,""rear_left_ankle"":0.3,""rear_right_ankle"":0.3}",playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-38-4ae6b5ca,3308,3309,0.0,True,,47,38,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,60,10,1,0,wheel stop,34.46666666663532,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,47,39,48,54.31433333328785,59.83333333333058,5.51900000004273,{},"{""front_left_ankle"":0.0,""front_right_ankle"":0.0,""rear_left_ankle"":0.0,""rear_right_ankle"":0.0}",playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-39-f8edf5b4,7180,7181,0.0,True,,48,39,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,61,10,2,0,wheel stop,36.79999999996653,SEMANTIC_NOOP_ELIDED_BY_PRODUCTION_COMPILER,,,,,,,{},{},,,,,True,,,,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,62,11,0,0,servo front_left_hip 28.1,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,48,40,49,54.31433333328785,59.89999999999724,5.585666666709393,"{""front_left_hip"":28.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-40-2b61c619,7188,7189,0.0,True,,49,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,63,11,0,1,servo front_left_knee -8.1,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,49,40,50,54.31433333328785,59.89999999999724,5.585666666709393,"{""front_left_knee"":-8.1}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-40-2b61c619,7188,7189,0.0,True,,50,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,64,11,0,2,servo front_right_hip 3.7,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,50,40,51,54.31433333328785,59.89999999999724,5.585666666709393,"{""front_right_hip"":3.7}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-40-2b61c619,7188,7189,0.0,True,,51,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,65,11,0,3,servo front_right_knee -10.2,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,51,40,52,54.31433333328785,59.89999999999724,5.585666666709393,"{""front_right_knee"":-10.2}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-40-2b61c619,7188,7189,0.0,True,,52,40,RECORDING_FAST_REPLAY
v003_20260805_224517_157723_manual,66,11,0,4,servo rear_left_hip 1.6,14.199999999987085,APPLIED_VIA_PRODUCTION_SEGMENT_BATCH,52,40,53,54.31433333328785,59.89999999999724,5.585666666709393,"{""rear_left_hip"":1.6}",{},playback-fsm50-environment-a2-v003_20260805_224517_157723_manual-trial1-378dfc1c5e-40-2b61c619,7188,7189,0.0,True,,53,40,RECORDING_FAST_REPLAY
